MSWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
282,8.58E-34,1.03E-20,60786.19345,53.07685339,28.12539575,0.04,0.004015877,-10570.61253,3.55E-17,4.07E-15,0.002508958,0.02571983,0.540089645,3.215074673,0.000715348,-1.031628427,0.397898465,12.00243584,-3.786929109,-3.231715874,-10.13548561,-10.0986547,-10.05475118
283,4.23E-34,8.59E-21,60713.00429,53.07682871,28.1253956,0.04,0.004015877,-10570.92323,3.55E-17,4.07E-15,0.002508958,0.025719359,0.540089601,3.215074673,0.000715348,-1.031628427,0.397898428,12.00243584,-3.786932397,-3.231722993,-10.13548978,-10.09865474,-10.05475118
284,2.67E-34,6.70E-21,60651.41917,53.07682871,28.12539528,0.04,0.004015877,-10571.30601,3.55E-17,4.07E-15,0.002508958,0.025719151,0.540089588,3.215074673,0.000715348,-1.031628427,0.397898423,12.00243584,-3.78693253,-3.231730625,-10.13548978,-10.09865492,-10.05475118
285,1.57E-34,4.84E-21,60601.82135,53.07682823,28.12539507,0.04,0.003983525,-10573.73373,3.55E-17,4.07E-15,0.002508958,0.025718748,0.54008954,3.215074673,0.000715345,-1.031628427,0.397898422,12.00243584,-3.78696402,-3.231735495,-10.13548979,-10.09865494,-10.0547512
286,7.94E-35,3.79E-21,60536.30825,53.07682184,28.12539507,0.04,0.003947857,-10575.6642,3.55E-17,4.07E-15,0.002508958,0.025718621,0.540046598,3.215074673,0.000715345,-1.031628427,0.397898421,12.00243583,-3.787017871,-3.23174227,-10.13548979,-10.09865507,-10.0547512
287,4.28E-35,3.13E-21,60495.89336,53.07680819,28.12539507,0.04,0.003947857,-10576.5042,3.55E-17,4.07E-15,0.002508958,0.025718556,0.540025138,3.215074673,0.000715345,-1.031628428,0.397898418,12.00243583,-3.787021434,-3.231758847,-10.13548981,-10.09865707,-10.05475134
288,2.00E-35,1.90E-21,60434.22864,53.07680819,28.12539507,0.04,0.003895474,-10577.47751,3.55E-17,4.00E-15,0.002508958,0.025718526,0.540024859,3.215074673,0.000715344,-1.031628428,0.397898416,12.00243542,-3.787021437,-3.231771622,-10.13548984,-10.09865708,-10.05475135
289,1.01E-35,1.65E-21,60332.08911,53.07661094,28.12539507,0.04,0.003882541,-10577.94333,3.55E-17,4.00E-15,0.002508958,0.025718493,0.54000269,3.215074673,0.000715344,-1.031628429,0.397898414,12.00243542,-3.787021441,-3.231795118,-10.13548985,-10.09865712,-10.05475136
290,5.49E-36,1.34E-21,60288.75436,53.07553751,28.12539507,0.04,0.003882541,-10581.59772,3.55E-17,3.93E-15,0.002508958,0.025718482,0.54000265,3.215074673,0.000715343,-1.031628429,0.397898401,12.00243542,-3.787023537,-3.231824388,-10.13548986,-10.09865712,-10.05475137
291,4.47E-36,1.01E-21,60226.49146,53.073901,28.12539507,0.04,0.003882541,-10582.31448,3.55E-17,3.93E-15,0.002508958,0.025718472,0.539997653,3.215074673,0.000715343,-1.031628429,0.397898401,12.00243532,-3.787025045,-3.231834668,-10.13548989,-10.09865712,-10.05475137
292,1.96E-36,6.31E-22,60094.40155,52.9191706,28.12539504,0.04,0.003771182,-10582.71621,3.55E-17,3.93E-15,0.002508958,0.025718471,0.53999635,3.215074673,0.000715343,-1.031628429,0.397898401,12.00243532,-3.787025217,-3.231842942,-10.13549154,-10.09865712,-10.05475138
293,1.25E-36,4.70E-22,59997.70374,52.91382146,28.12539501,0.04,0.003768102,-10584.06026,3.55E-17,3.93E-15,0.002508958,0.025718463,0.539996243,3.215074673,0.000715343,-1.031628429,0.397898372,12.00243529,-3.787025399,-3.231847073,-10.13549155,-10.09865712,-10.05475139
294,7.12E-37,1.59E-22,59887.94231,52.86517783,28.12539499,0.04,0.003734116,-10584.77857,3.55E-17,3.93E-15,0.002508958,0.025718453,0.53999465,3.215074673,0.00071534,-1.031628429,0.397898334,12.00243527,-3.787027146,-3.231850301,-10.13549155,-10.09865716,-10.05475139
295,4.02E-37,1.30E-22,59781.52926,52.83574206,28.12539499,0.04,0.003729556,-10585.18767,3.55E-17,3.93E-15,0.002508956,0.02571839,0.539994033,3.215074673,0.00071534,-1.031628429,0.397898322,12.00243517,-3.78702725,-3.231856452,-10.13549186,-10.09865717,-10.05475139
296,1.76E-37,1.12E-22,59733.94963,52.82725425,28.12539499,0.04,0.003729556,-10586.01739,3.55E-17,3.93E-15,0.002508956,0.025718385,0.539993953,3.215074673,0.000715338,-1.031628429,0.397898322,12.00243517,-3.787142106,-3.231895563,-10.13549192,-10.09865717,-10.05475163
297,9.75E-38,7.74E-23,59638.73003,52.82568746,28.12539499,0.04,0.003729556,-10586.521,3.55E-17,3.93E-15,0.002508956,0.025718376,0.539993953,3.215074673,0.000715338,-1.031628429,0.397898322,12.00243517,-3.787175283,-3.231904873,-10.13549582,-10.09865717,-10.05475165
298,4.37E-38,5.52E-23,59557.46474,52.81361476,28.12539499,0.04,0.003729556,-10587.15343,3.55E-17,3.93E-15,0.002508956,0.025718376,0.539987589,3.215074673,0.000715338,-1.031628429,0.397898319,12.00243517,-3.787186483,-3.231913629,-10.13549583,-10.09865717,-10.05475165
299,2.20E-38,4.02E-23,59505.94008,52.81075173,28.12539499,0.04,0.003705035,-10588.49424,3.55E-17,3.93E-15,0.002508956,0.025718359,0.539981282,3.215074673,0.000715338,-1.03162843,0.397898319,12.00243493,-3.787191858,-3.231919664,-10.13549779,-10.09865717,-10.05475165
300,1.38E-38,2.25E-23,59444.10515,52.72080348,28.12539499,0.04,0.003705035,-10589.38662,3.55E-17,3.93E-15,0.002508953,0.025718356,0.539980461,3.215074673,0.000715334,-1.03162843,0.397898065,12.00243493,-3.787204755,-3.231922493,-10.13549779,-10.09865717,-10.05475177
301,9.31E-39,1.81E-23,59369.58688,52.70509775,28.12539498,0.04,0.003705035,-10590.39229,3.55E-17,3.93E-15,0.002508953,0.025718352,0.539980411,3.215074673,0.000715319,-1.031628433,0.397898065,12.00243492,-3.787204759,-3.231927415,-10.13549789,-10.09865718,-10.05475191
302,6.08E-39,1.52E-23,59281.82233,52.704901,28.12539498,0.04,0.003699768,-10591.9292,3.55E-17,3.93E-15,0.002508953,0.02571835,0.539976668,3.215074673,0.000715316,-1.031628433,0.397898011,12.00237123,-3.787204787,-3.231989221,-10.13549789,-10.09865793,-10.05475192
303,3.74E-39,9.38E-24,59203.64808,52.69952572,28.12539498,0.04,0.003699768,-10592.5537,3.55E-17,3.93E-15,0.002508953,0.02571835,0.539976642,3.215074673,0.000715316,-1.031628433,0.397898011,12.00237123,-3.787204845,-3.232120984,-10.1354979,-10.09865793,-10.05475199
304,1.76E-39,6.78E-24,59125.83236,52.64224429,28.12539498,0.04,0.003639518,-10593.30627,3.55E-17,3.93E-15,0.002508953,0.02571835,0.539958996,3.215074673,0.000715316,-1.031628435,0.397898011,12.00234294,-3.787205759,-3.232156703,-10.1354979,-10.09865795,-10.05475199
305,9.53E-40,5.36E-24,59049.66516,52.58705368,28.12539498,0.04,0.003639518,-10593.89571,3.55E-17,3.93E-15,0.002508953,0.025718325,0.539956017,3.215074673,0.000715315,-1.031628435,0.397897808,12.00234249,-3.787205763,-3.232174357,-10.1354979,-10.09865795,-10.05475199
306,7.09E-40,4.29E-24,58955.22056,52.55754479,28.12539498,0.04,0.003560819,-10594.08727,3.55E-17,3.93E-15,0.002508953,0.025718325,0.539949184,3.215074673,0.000715275,-1.031628436,0.397897807,12.00234249,-3.787206017,-3.232178456,-10.13549833,-10.09865795,-10.054752
307,3.08E-40,3.31E-24,58894.40282,52.5278672,28.12539498,0.04,0.003559211,-10594.45517,3.55E-17,3.93E-15,0.002508953,0.025718325,0.539944562,3.215074673,0.000715199,-1.031628437,0.397897807,12.00232001,-3.787219011,-3.232208295,-10.13549834,-10.09865795,-10.05475204
308,1.97E-40,2.12E-24,58809.44896,52.48608891,28.12539498,0.04,0.003559211,-10594.8123,3.55E-17,3.93E-15,0.002508953,0.025718324,0.539944562,3.215074673,0.000715194,-1.03162844,0.397897806,12.00229645,-3.787219019,-3.232224837,-10.13549837,-10.09865795,-10.05475204
309,1.18E-40,1.59E-24,58769.40374,52.39552911,28.12539498,0.04,0.003516605,-10595.62362,3.55E-17,3.93E-15,0.002508953,0.025718315,0.539944094,3.215074673,0.000715194,-1.03162844,0.397897806,12.00229645,-3.787219108,-3.232256328,-10.13549837,-10.09865795,-10.05475206
310,6.31E-41,9.12E-25,58701.3562,52.33897629,28.12539498,0.04,0.003474,-10595.91025,3.55E-17,3.93E-15,0.002508953,0.025718314,0.539941128,3.215074673,0.000715138,-1.03162844,0.397897806,12.00229645,-3.787219281,-3.232265253,-10.13549837,-10.09865799,-10.05475207
311,3.83E-41,7.90E-25,58669.90759,52.33715529,28.12539498,0.04,0.003402777,-10596.18652,3.55E-17,3.93E-15,0.002508953,0.025718294,0.539941128,3.215074673,0.00071513,-1.03162844,0.397897806,12.00229373,-3.787219285,-3.232269969,-10.13549837,-10.09865801,-10.05475208
312,2.19E-41,5.39E-25,58618.78305,52.32989711,28.12539498,0.04,0.003282687,-10596.81544,3.55E-17,3.93E-15,0.002508953,0.025718274,0.539940946,3.215074673,0.000715121,-1.031628441,0.3978978,12.00229373,-3.787219317,-3.232270501,-10.13549837,-10.09865801,-10.05475209
313,1.42E-41,3.58E-25,58431.17638,52.184569,28.12539498,0.04,0.003282687,-10597.87213,3.55E-17,3.93E-15,0.002508953,0.025718274,0.539940941,3.215074673,0.000715114,-1.031628441,0.3978978,12.00229373,-3.787241355,-3.23227273,-10.13549853,-10.09865801,-10.05475209
314,8.35E-42,1.99E-25,58298.00999,52.15694564,28.12539497,0.04,0.003251612,-10598.53543,3.55E-17,3.93E-15,0.002508953,0.025718202,0.539940941,3.215074673,0.000715107,-1.031628441,0.397897753,12.00229373,-3.787296038,-3.232279239,-10.13549862,-10.09865802,-10.05475209
315,5.86E-42,1.59E-25,58203.93317,52.13410209,28.12539497,0.04,0.003251612,-10599.09059,3.55E-17,3.93E-15,0.002508953,0.025718176,0.539940771,3.215074673,0.000715107,-1.031628441,0.397897753,12.0022937,-3.7872974,-3.232287737,-10.13549862,-10.09865802,-10.05475209
316,3.10E-42,1.08E-25,58131.47796,52.07055944,28.12539497,0.04,0.003251612,-10599.42403,3.55E-17,3.93E-15,0.002508953,0.025718173,0.539940617,3.215074673,0.000715106,-1.031628442,0.397897753,12.00229363,-3.787301687,-3.232310299,-10.13549865,-10.09865802,-10.05475209
317,1.40E-42,8.66E-26,58094.01902,52.05683231,28.12539497,0.04,0.003251612,-10600.23605,3.55E-17,3.93E-15,0.002508953,0.025718172,0.539936284,3.215074673,0.000715106,-1.031628442,0.397897753,12.00229298,-3.787303282,-3.23232052,-10.13549888,-10.09865802,-10.05475209
318,6.22E-43,6.82E-26,58029.1891,52.0395236,28.12539497,0.04,0.003251612,-10601.17928,3.55E-17,3.93E-15,0.002508953,0.025718161,0.539936101,3.215074673,0.000715106,-1.031628442,0.397897753,12.00229267,-3.787303467,-3.232325546,-10.1354989,-10.09865802,-10.0547695
319,2.60E-43,4.69E-26,57949.81901,52.02009886,28.12539497,0.04,0.003251612,-10601.91842,3.55E-17,3.93E-15,0.002508953,0.025718146,0.539935295,3.215074673,0.000715106,-1.031628442,0.397897753,12.00229247,-3.787303551,-3.232329097,-10.1354989,-10.09865802,-10.05476951
320,1.07E-43,3.35E-26,57860.32175,52.02009576,28.12539497,0.04,0.003219246,-10602.37322,3.55E-17,3.93E-15,0.002508953,0.025718145,0.539933939,3.215074672,0.000715105,-1.031628442,0.397897752,12.00229247,-3.787303678,-3.232330539,-10.1354989,-10.09865802,-10.05476951
321,8.34E-44,2.10E-26,57795.39728,52.01959868,28.12539497,0.04,0.00321563,-10602.64785,3.55E-17,3.93E-15,0.002508953,0.025718124,0.539933665,3.215074672,0.000715105,-1.031628442,0.397897752,12.00229246,-3.787303725,-3.232358131,-10.1354989,-10.09865802,-10.05476952
322,4.95E-44,1.53E-26,57675.61569,52.01885451,28.12539497,0.04,0.003205379,-10602.98959,3.55E-17,3.93E-15,0.002508953,0.025718124,0.539931745,3.215074672,0.000715105,-1.031628442,0.397897751,12.00229223,-3.787304804,-3.23238542,-10.1354989,-10.09865802,-10.05476953
323,3.26E-44,1.04E-26,57587.61194,52.01852708,28.12539497,0.04,0.003195085,-10603.80421,3.55E-17,3.93E-15,0.002508953,0.025718114,0.539931636,3.215074672,0.000715105,-1.031628442,0.397897751,12.00229223,-3.787309369,-3.232413733,-10.13549894,-10.09865803,-10.05477426
324,2.21E-44,7.19E-27,57488.3139,52.01852229,28.12539497,0.04,0.003169845,-10604.15881,3.55E-17,3.93E-15,0.002508953,0.025718112,0.539931465,3.215074672,0.000715105,-1.031628442,0.39789775,12.00229223,-3.78730939,-3.232416203,-10.13549894,-10.09865803,-10.05477426
325,1.53E-44,5.27E-27,57405.79992,52.01847702,28.12539496,0.04,0.0031683,-10604.4713,3.55E-17,3.93E-15,0.002508953,0.025718112,0.539931465,3.215074672,0.000715105,-1.031628443,0.397897733,12.00229223,-3.787309405,-3.232418356,-10.13549895,-10.09865893,-10.05477426
326,5.51E-45,3.86E-27,57336.67916,51.97008919,28.12539496,0.04,0.003116236,-10604.91816,3.55E-17,3.93E-15,0.002508953,0.025718093,0.539930708,3.215074672,0.000715105,-1.031628443,0.397897727,12.00229223,-3.787309419,-3.232418958,-10.13549895,-10.09865893,-10.05477427
327,2.11E-45,2.75E-27,57203.74547,51.95783571,28.12539496,0.04,0.003116236,-10605.47796,3.55E-17,3.93E-15,0.002508953,0.025718092,0.539930692,3.215074672,0.000715104,-1.031628443,0.397897727,12.00229223,-3.787310062,-3.232425039,-10.13549895,-10.09865894,-10.05477427
328,1.43E-45,1.97E-27,57102.01129,51.91868911,28.12539496,0.04,0.003116236,-10606.13623,3.55E-17,3.93E-15,0.002508953,0.025718089,0.539930527,3.215074672,0.000715104,-1.031628443,0.397897716,12.00229223,-3.787310376,-3.232429634,-10.13549895,-10.09865894,-10.05477427
329,7.79E-46,9.21E-28,57033.58005,51.85040928,28.12539496,0.04,0.003116236,-10606.28449,3.55E-17,3.93E-15,0.002508953,0.025718059,0.539929951,3.215074672,0.000715103,-1.031628443,0.397897716,12.00229206,-3.787310988,-3.232430365,-10.13549895,-10.09865894,-10.0547743
330,4.35E-46,7.33E-28,56949.7615,51.82457945,28.12539496,0.04,0.003064024,-10606.9417,3.55E-17,3.93E-15,0.002508953,0.025718059,0.539929836,3.215074672,0.000715103,-1.031628443,0.397897578,12.00229117,-3.787310999,-3.232431732,-10.13549895,-10.09865894,-10.0547743
331,2.37E-46,5.56E-28,56863.69233,51.75674482,28.12539496,0.04,0.003064024,-10609.62978,3.55E-17,3.93E-15,0.002508953,0.025718059,0.539929795,3.215074672,0.000715103,-1.031628444,0.397897305,12.00229117,-3.787311689,-3.232434895,-10.13549895,-10.09865986,-10.0547743
332,1.50E-46,4.23E-28,56761.52634,51.75656197,28.12539496,0.04,0.003039944,-10610.03937,3.55E-17,3.93E-15,0.002508953,0.025717463,0.539929445,3.215074672,0.000715103,-1.031628444,0.397897301,12.00229117,-3.787311692,-3.232436241,-10.13549895,-10.09865986,-10.05477431
333,8.02E-47,3.24E-28,56712.00356,51.74553169,28.12539496,0.04,0.003039944,-10610.23817,3.55E-17,3.93E-15,0.002508953,0.025716473,0.539929382,3.215074672,0.000715102,-1.031628444,0.397897114,12.00229116,-3.787311769,-3.23243695,-10.13549897,-10.09865989,-10.05477436
334,4.63E-47,2.59E-28,56603.15739,51.7399258,28.12539496,0.04,0.003039944,-10610.28928,3.55E-17,3.93E-15,0.002508953,0.025715755,0.539929349,3.215074672,0.000715102,-1.031628444,0.397897112,12.00229116,-3.787311792,-3.232439108,-10.13549897,-10.09866029,-10.05477436
335,6.36E-48,2.09E-28,56557.23506,51.73715124,28.12539496,0.04,0.003032863,-10610.42774,3.55E-17,3.93E-15,0.002508953,0.025715728,0.539929349,3.215074672,0.000715102,-1.031628444,0.397897112,12.00229113,-3.787311792,-3.232452827,-10.13549897,-10.09866029,-10.05477436
336,4.06E-48,1.39E-28,56486.94721,51.67416347,28.12539496,0.04,0.00302919,-10610.5184,3.55E-17,3.93E-15,0.002508953,0.025715717,0.539929323,3.215074672,0.000715102,-1.031628444,0.397897095,12.00229113,-3.787311792,-3.232473477,-10.13549897,-10.09866029,-10.05477436
337,2.16E-48,1.04E-28,56407.84206,51.66865335,28.12539496,0.04,0.00302919,-10610.82734,3.55E-17,3.93E-15,0.002508953,0.025715255,0.539929323,3.215074672,0.000715093,-1.031628444,0.397897095,12.00229108,-3.787313778,-3.232523645,-10.13549901,-10.09866029,-10.05477469
338,1.64E-48,7.60E-29,56336.14616,51.66033955,28.12539496,0.04,0.00302919,-10611.04823,3.55E-17,3.93E-15,0.002508953,0.025715254,0.539929214,3.215074672,0.000715093,-1.031628444,0.397897095,12.00229108,-3.787313868,-3.232529182,-10.13549901,-10.09866029,-10.05477469
339,9.75E-49,5.68E-29,56273.1211,51.62297907,28.12539496,0.04,0.00302919,-10611.30986,3.55E-17,3.93E-15,0.002508953,0.025715246,0.539929002,3.215074672,0.000715092,-1.031628444,0.397897047,12.00229102,-3.787318746,-3.232567387,-10.13549901,-10.09866029,-10.05477469
340,6.18E-49,4.61E-29,56183.08415,51.54859347,28.12539496,0.04,0.003023183,-10611.52383,3.55E-17,3.93E-15,0.002508953,0.025715239,0.539929002,3.215074672,0.000715092,-1.031628444,0.397897046,12.00229099,-3.787319926,-3.232611533,-10.13549902,-10.09866038,-10.05477469
341,3.34E-49,3.72E-29,56118.57806,51.47783572,28.12539496,0.04,0.003023183,-10611.73131,3.55E-17,3.93E-15,0.002508952,0.025715232,0.539928996,3.215074672,0.000715092,-1.031628444,0.397897032,12.00229099,-3.787328203,-3.232611878,-10.13549902,-10.09866047,-10.05477469
342,1.75E-49,3.06E-29,56026.50269,51.45841818,28.12539496,0.04,0.003022042,-10612.45188,3.55E-17,3.93E-15,0.002508952,0.025715214,0.539928996,3.215074672,0.000715092,-1.031628444,0.397897032,12.00229098,-3.787332621,-3.232635512,-10.13549903,-10.09866047,-10.05477469
343,1.02E-49,2.34E-29,55919.65612,51.4510195,28.12539496,0.04,0.00297556,-10612.66155,3.55E-17,3.93E-15,0.002508952,0.025715214,0.539928996,3.215074672,0.000715092,-1.031628444,0.397897016,12.00229098,-3.787332625,-3.232663665,-10.13549903,-10.09866047,-10.05477469
344,7.17E-50,1.69E-29,55844.62351,51.45081938,28.12539496,0.04,0.002931636,-10613.01307,3.55E-17,3.93E-15,0.002508952,0.025715214,0.539927986,3.215074672,0.000715092,-1.031628444,0.397896982,12.00229098,-3.787336288,-3.232665693,-10.13549903,-10.09866047,-10.05477469
345,3.89E-50,1.23E-29,55767.99075,51.450683,28.12539496,0.04,0.002931636,-10613.29237,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539927593,3.215074672,0.000715092,-1.031628444,0.39789698,12.00229098,-3.78737997,-3.232676674,-10.13549903,-10.09866047,-10.05477469
346,2.60E-50,1.02E-29,55688.84198,51.4500381,28.12539496,0.04,0.002931636,-10614.06606,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539927593,3.215074672,0.000715092,-1.031628444,0.39789698,12.00229098,-3.787379972,-3.232697242,-10.13549903,-10.09866047,-10.05477469
347,1.60E-50,7.75E-30,55575.17211,51.4477922,28.12539496,0.04,0.002931636,-10614.82599,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539926716,3.215074672,0.000715092,-1.031628444,0.39789698,12.00229098,-3.787391943,-3.23270825,-10.13549904,-10.09866047,-10.05477471
348,9.15E-51,5.30E-30,55503.08569,51.447792,28.12539496,0.04,0.002930083,-10615.17147,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539922773,3.215074672,0.000715052,-1.031628444,0.39789698,12.00229098,-3.787391967,-3.232710661,-10.13549904,-10.09866047,-10.05477476
349,6.66E-51,4.01E-30,55427.18482,51.44776408,28.12539496,0.04,0.002930083,-10615.42492,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539918521,3.215074672,0.000715012,-1.031628444,0.397896979,12.00229098,-3.787394148,-3.232710854,-10.13549904,-10.09866047,-10.05477476
350,3.33E-51,3.00E-30,55384.58362,51.44769225,28.12539496,0.04,0.002918683,-10615.74684,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539917809,3.215074672,0.000714994,-1.031628444,0.397896979,12.00229098,-3.787396521,-3.232713128,-10.13549904,-10.09866047,-10.05477476
351,2.20E-51,2.10E-30,55288.4629,51.44735364,28.12539496,0.04,0.002918683,-10615.79955,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539913103,3.215074672,0.000714986,-1.031628445,0.397896979,12.00229097,-3.787397128,-3.232714603,-10.13549904,-10.09866047,-10.05477476
352,7.51E-52,1.71E-30,55181.37005,51.44712679,28.12539496,0.04,0.002871062,-10615.84771,3.55E-17,3.93E-15,0.002508952,0.025715207,0.539902093,3.215074672,0.000714984,-1.031628445,0.397896979,12.00229097,-3.787397683,-3.232714656,-10.13549904,-10.09866047,-10.05477476
353,4.21E-52,1.43E-30,55116.13796,51.44695917,28.12539495,0.04,0.002854447,-10616.0753,3.55E-17,3.93E-15,0.002508952,0.025715205,0.539901359,3.215074672,0.000714983,-1.031628445,0.397896977,12.00229097,-3.787397953,-3.232716789,-10.13549904,-10.09866048,-10.05477477
354,2.93E-52,1.07E-30,55053.12657,51.43665509,28.12539495,0.04,0.002854447,-10616.21295,3.55E-17,3.93E-15,0.002508952,0.025715205,0.539901089,3.215074672,0.000714983,-1.031628445,0.397896977,12.00229097,-3.787398041,-3.23271957,-10.13549905,-10.09866048,-10.05477477
355,2.27E-52,6.48E-31,54971.70761,51.38332364,28.12539495,0.04,0.002811737,-10616.54794,3.55E-17,3.93E-15,0.002508952,0.025715199,0.539895552,3.215074672,0.000714983,-1.031628445,0.397896977,12.00229096,-3.787398044,-3.23272038,-10.13549905,-10.09866048,-10.05477484
356,1.43E-52,3.82E-31,54912.06396,51.38332364,28.12539494,0.04,0.002811737,-10616.87161,3.55E-17,3.93E-15,0.002508952,0.025715194,0.539891656,3.215074672,0.000714983,-1.031628446,0.397896965,12.00229096,-3.787398582,-3.232723019,-10.13549905,-10.09866048,-10.05477484
357,9.07E-53,1.55E-31,54853.82445,51.38328099,28.12539494,0.04,0.00280848,-10617.07294,3.55E-17,3.93E-15,0.002508952,0.025715194,0.539886581,3.215074672,0.000714983,-1.031628446,0.397896965,12.00229091,-3.787398582,-3.232723687,-10.13549905,-10.09866048,-10.05477484
358,5.54E-53,1.15E-31,54745.24619,51.38220659,28.12539494,0.04,0.002794224,-10617.15897,3.55E-17,3.93E-15,0.002508952,0.025715193,0.539882101,3.215074672,0.000714983,-1.031628446,0.397896965,12.00229091,-3.787398604,-3.23272399,-10.13549905,-10.09866048,-10.05477485
359,3.83E-53,1.00E-31,54668.06196,51.38170109,28.12539494,0.04,0.002794224,-10617.52476,3.55E-17,3.93E-15,0.002508952,0.025715192,0.539880916,3.215074672,0.000714983,-1.031628446,0.397896963,12.00229091,-3.787400499,-3.23272418,-10.13549905,-10.09866048,-10.05477485
360,1.94E-53,6.99E-32,54583.88136,51.38169215,28.12539494,0.04,0.002794224,-10617.76389,3.55E-17,3.93E-15,0.002508952,0.025715192,0.53988091,3.215074672,0.000714983,-1.031628446,0.397896963,12.00229029,-3.787401787,-3.232724515,-10.13549905,-10.09866048,-10.05477485
361,1.34E-53,5.53E-32,54511.34776,51.38169215,28.12539494,0.04,0.002794224,-10617.94455,3.55E-17,3.93E-15,0.002508952,0.025715192,0.539880891,3.215074672,0.000714981,-1.031628446,0.397896963,12.00229029,-3.787401787,-3.232724926,-10.13549905,-10.09866048,-10.05477485
362,6.60E-54,4.36E-32,54451.055,51.38168932,28.12539494,0.04,0.002794224,-10618.15581,3.55E-17,3.93E-15,0.002508952,0.02571519,0.539880891,3.215074672,0.00071498,-1.031628446,0.397896963,12.00229029,-3.787401791,-3.232725042,-10.13549905,-10.09866048,-10.05477485
363,4.88E-54,3.51E-32,54401.42285,51.38163032,28.12539494,0.04,0.002794224,-10618.80058,3.55E-17,3.93E-15,0.002508952,0.02571519,0.539880768,3.215074672,0.000714977,-1.031628446,0.397896963,12.00229029,-3.787402111,-3.23272639,-10.13549905,-10.09866048,-10.05477486
364,2.72E-54,2.51E-32,54356.95933,51.38161891,28.12539494,0.04,0.002785452,-10619.23289,3.55E-17,3.93E-15,0.002508952,0.025715185,0.539880767,3.215074672,0.000714977,-1.031628446,0.397896962,12.00228973,-3.787402115,-3.232728259,-10.13549905,-10.09866048,-10.05477486
365,1.14E-54,2.15E-32,54292.98456,51.38143698,28.12539494,0.04,0.002781626,-10619.59467,3.55E-17,3.93E-15,0.002508952,0.025715182,0.539880401,3.215074672,0.000714977,-1.031628446,0.397896874,12.00228972,-3.787402715,-3.23273265,-10.13549905,-10.09866048,-10.05477486
366,8.15E-55,1.82E-32,54225.61006,51.38130078,28.12539494,0.04,0.0027375,-10619.71044,3.55E-17,3.93E-15,0.002508952,0.025715182,0.5398802,3.215074672,0.000714976,-1.031628446,0.397896874,12.00228972,-3.787406464,-3.232732654,-10.13549905,-10.09866048,-10.05477487
367,6.69E-55,1.29E-32,54163.23711,51.38130078,28.12539494,0.04,0.0027375,-10620.08967,3.55E-17,3.93E-15,0.002508952,0.025715182,0.539880017,3.215074672,0.000714974,-1.031628446,0.397896826,12.00228972,-3.787407608,-3.232733456,-10.13549905,-10.09866048,-10.05477487
368,5.22E-55,9.64E-33,54087.63767,51.38130078,28.12539494,0.04,0.002727895,-10620.35688,3.55E-17,3.93E-15,0.002508952,0.025715182,0.539880017,3.215074672,0.000714972,-1.031628446,0.397896504,12.00228935,-3.7874078,-3.232734908,-10.13549905,-10.09866048,-10.05477487
369,3.47E-55,8.21E-33,54015.9478,51.38129553,28.12539494,0.04,0.002727895,-10620.72213,3.55E-17,3.93E-15,0.002508952,0.025715181,0.539880017,3.215074672,0.00071497,-1.031628446,0.3978965,12.00228935,-3.78740804,-3.232734992,-10.13549905,-10.09866048,-10.05477487
370,2.52E-55,6.14E-33,53930.07912,51.38129541,28.12539494,0.04,0.002727895,-10620.8617,3.55E-17,3.93E-15,0.002508952,0.025715181,0.539880017,3.215074672,0.000714969,-1.031628446,0.397896458,12.00228933,-3.787411132,-3.232735374,-10.13549905,-10.09866048,-10.05477487
371,1.35E-55,5.19E-33,53824.13653,51.38129541,28.12539494,0.04,0.002727895,-10621.08479,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880017,3.215074672,0.000714966,-1.031628447,0.397896457,12.00228933,-3.787416315,-3.232744433,-10.13549905,-10.09866057,-10.05477487
372,5.77E-56,4.11E-33,53745.16757,51.38129049,28.12539494,0.04,0.002686509,-10621.37741,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880009,3.215074672,0.000714966,-1.031628447,0.397896453,12.00228933,-3.787416315,-3.23275194,-10.13549905,-10.09866057,-10.05477488
373,3.07E-56,3.04E-33,53662.40022,51.38129049,28.12539494,0.04,0.002686509,-10621.40028,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880009,3.215074672,0.000714966,-1.031628447,0.397896453,12.00228933,-3.787416389,-3.232752993,-10.13549906,-10.09866057,-10.05477488
374,2.01E-56,1.62E-33,53595.25542,51.38129049,28.12539494,0.04,0.002685275,-10621.47298,3.55E-17,3.93E-15,0.002508952,0.025715178,0.539880007,3.215074672,0.000714964,-1.031628447,0.397896441,12.00228916,-3.78741639,-3.232753317,-10.13549906,-10.09866057,-10.05477489
